#Query,DatabaseMatch,PrimaryCity,SecondaryCity,PredictedSubtype,Correctness
B.N.N.NAM.US.9033.2005.JN024509,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9024.2005.JN024507,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9068.1996.JN024505,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9067.1996.JN024503,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9068.1996.JN024501,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.1996.JN024499,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024497,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2005.JN024495,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2005.JN024493,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2005.JN024491,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9080.2005.JN024489,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2005.JN024487,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2005.JN024485,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2005.JN024483,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9077.2005.JN024481,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9036.2005.JN024479,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2005.JN024477,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9114.2005.JN024475,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9053.2005.JN024471,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9080.2005.JN024469,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9075.2005.JN024467,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9065.2005.JN024465,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9075.2005.JN024463,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2005.JN024461,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9045.2005.JN024459,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2005.JN024457,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9070.2005.JN024455,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2005.JN024453,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2005.JN024451,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9090.2005.JN024449,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9080.2005.JN024447,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9072.2005.JN024445,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9072.2005.JN024443,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9065.2005.JN024441,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9066.2005.JN024439,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9028.2005.JN024437,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9101.1996.JN024435,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9101.1996.JN024431,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9068.1996.JN024429,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9066.1996.JN024427,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9068.1996.JN024425,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9068.1996.JN024423,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024421,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9053.2005.JN024419,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024417,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024415,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024413,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024411,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024409,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024407,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2005.JN024405,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2005.JN024403,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8837.2005.JN024401,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2005.JN024399,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2005.JN024397,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024395,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024393,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024391,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9053.2005.JN024389,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024387,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.2005.JN024385,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.2005.JN024383,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2005.JN024381,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9019.2005.JN024379,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.2005.JN024377,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2005.JN024375,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2005.JN024373,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2005.JN024371,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.2005.JN024369,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.2005.JN024367,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.2005.JN024365,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2005.JN024363,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024361,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024359,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2005.JN024357,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2005.JN024355,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2005.JN024353,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2005.JN024351,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8937.2005.JN024349,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9065.2005.JN024347,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9066.2005.JN024345,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9067.2005.JN024343,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2005.JN024341,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9071.2005.JN024339,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.1996.JN024337,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.1996.JN024335,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.1996.JN024333,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.1996.JN024331,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9046.1995.JN024329,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.1995.JN024327,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.1995.JN024325,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.1995.JN024323,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.1995.JN024321,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9064.1995.JN024319,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024317,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.1995.JN024315,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024313,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.1995.JN024311,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9065.1995.JN024309,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024307,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9064.1995.JN024305,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9068.1995.JN024303,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024301,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024299,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024297,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.1995.JN024295,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024293,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024291,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024289,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.1995.JN024287,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.1995.JN024285,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024281,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.1995.JN024279,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024277,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.1995.JN024275,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024273,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024271,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024269,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2004.JN024267,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2004.JN024265,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2004.JN024263,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024261,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024259,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024257,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024255,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024253,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2004.JN024251,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9025.2004.JN024249,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2004.JN024247,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9057.2004.JN024245,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024243,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2004.JN024241,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9067.2004.JN024239,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9056.2004.JN024237,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024235,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024233,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024231,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024229,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024227,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024223,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2004.JN024221,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9068.2004.JN024219,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2004.JN024217,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9071.2004.JN024215,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9071.2004.JN024213,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9090.2004.JN024211,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2004.JN024209,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9056.2004.JN024205,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2004.JN024203,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9061.2005.JN024201,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9062.2005.JN024199,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9052.2005.JN024197,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2005.JN024195,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2005.JN024193,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2005.JN024191,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2005.JN024189,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2005.JN024187,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9072.2005.JN024185,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9072.2005.JN024183,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2005.JN024181,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9064.2005.JN024179,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2005.JN024177,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9067.2005.JN024175,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2005.JN024173,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2005.JN024171,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9061.2005.JN024169,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9060.2005.JN024167,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9060.2005.JN024165,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9062.2005.JN024163,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9061.2005.JN024161,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2005.JN024159,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9061.2005.JN024157,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9062.2005.JN024155,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9061.2005.JN024153,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9061.2005.JN024151,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2005.JN024149,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9042.2005.JN024147,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2005.JN024145,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2005.JN024143,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2005.JN024141,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2005.JN024139,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9073.2005.JN024137,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2005.JN024135,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2005.JN024133,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9062.2005.JN024131,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9093.2005.JN024129,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2005.JN024127,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9093.2005.JN024125,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9093.2005.JN024123,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9095.2005.JN024121,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9073.2004.JN024119,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9073.2004.JN024117,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9073.2004.JN024115,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9072.2004.JN024113,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9074.2004.JN024111,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9093.2004.JN024109,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2004.JN024107,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2004.JN024105,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2004.JN024103,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9094.2004.JN024101,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.Boston.N.NAM.US.8952.2004.JQ403107,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8860.2002.JQ403105,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8802.2001.JQ403101,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8713.2008.JQ403099,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8230.2006.JQ403097,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8718.2006.JQ403095,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8783.2007.JQ403093,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8770.2008.JQ403091,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8746.2008.JQ403089,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8877.2008.JQ403087,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8615.2008.JQ403085,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8823.2008.JQ403083,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
D.Boston.N.NAM.US.8906.2007.JQ403079,D.UG.1986.002364.8954.OP039446,Boston,N,D,correct
B.Boston.N.NAM.US.8915.2007.JQ403071,B.GA.1988.OYI_397.9190.M26727,Boston,N,B,correct
B.Boston.N.NAM.US.8848.2008.JQ403069,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8754.2008.JQ403067,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8802.2008.JQ403061,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8846.2007.JQ403059,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8844.2008.JQ403035,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8773.2008.JQ403033,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8797.2008.JQ403031,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8780.2004.JQ403104,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8815.2002.JQ403102,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8780.1999.JQ403100,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8767.2007.JQ403096,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8546.2008.JQ403094,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8749.2007.JQ403092,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8821.2008.JQ403088,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8828.2008.JQ403086,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8480.2008.JQ403082,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8784.2007.JQ403078,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8936.2008.JQ403074,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8825.2008.JQ403070,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8776.2006.JQ403068,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8879.2007.JQ403066,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8881.2007.JQ403064,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8782.2008.JQ403062,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8909.2007.JQ403060,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8925.2007.JQ403056,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8844.2008.JQ403036,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8776.2008.JQ403034,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8776.2008.JQ403032,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8776.2008.JQ403030,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.N.N.NAM.US.8994.2009.JX140657,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.Boston.N.NAM.US.9165.N.JX503074,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.9094.N.JX503072,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.8901.N.JX503083,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.Boston.N.NAM.US.9054.N.JX503075,B.ZA.1985.R84.8710.FJ647145,Boston,N,B,correct
B.N.N.NAM.US.8945.2003.KC473846,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
A1B.N.N.NAM.US.9007.2010.KC473836,B.ZA.1985.R84.8710.FJ647145,N,N,A1B,incorrect
B.N.N.NAM.US.8967.2011.KC473834,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8948.2011.KC473832,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9077.2010.KC473830,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.8983.2010.KC473828,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8935.2010.KC473826,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8937.2009.KC473824,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8947.2011.KC473835,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8952.2011.KC473833,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
